Date,Single,Dozen,HalfDozen
3/13/2017,44.25,218.12,24.6
3/14/2017,103.25,180.4,49.2
3/15/2017,59,123,24.6
3/16/2017,59,188.6,16.4
3/17/2017,103.25,288.64,49.2
3/18/2017,44.25,196.8,49.2
3/19/2017,0,0,0
3/20/2017,73.75,211.56,24.6
3/21/2017,44.25,170.56,24.6
3/22/2017,59,209.92,16.4
3/23/2017,44.25,246,16.4
3/24/2017,88.5,441.16,82
3/25/2017,132.75,305.04,32.8
3/26/2017,0,0,0
3/27/2017,73.75,239.44,24.6
3/28/2017,14.75,268.96,32.8
3/29/2017,29.5,206.64,16.4
3/30/2017,59,270.6,24.6
3/31/2017,162.25,519.88,65.6
4/1/2017,59,400.16,82
4/2/2017,0,0,0
4/3/2017,29.5,223.04,16.4
4/4/2017,14.75,180.4,32.8
4/5/2017,88.5,224.68,49.2
4/6/2017,88.5,237.8,32.8
4/7/2017,162.25,449.36,98.4
4/8/2017,29.5,319.8,57.4
4/9/2017,0,0,0
4/10/2017,88.5,211.56,32.8
4/11/2017,59,219.76,57.4
4/12/2017,88.5,211.56,24.6
4/13/2017,88.5,267.32,41
4/14/2017,147.5,444.44,98.4
4/15/2017,147.5,321.44,123
4/16/2017,0,0,0
4/17/2017,44.25,198.44,24.6
4/18/2017,59,208.28,41
4/19/2017,29.5,229.6,24.6
4/20/2017,73.75,242.72,16.4
4/21/2017,132.75,408.36,41
4/22/2017,88.5,303.4,98.4
4/23/2017,0,0,0
4/24/2017,14.75,265.68,41
4/25/2017,103.25,177.12,41
4/26/2017,44.25,236.16,49.2
4/27/2017,44.25,232.88,32.8
4/28/2017,206.5,447.72,57.4
4/29/2017,103.25,375.56,73.8
4/30/2017,0,0,0
5/1/2017,118,290.28,32.8
5/2/2017,88.5,213.2,24.6
5/3/2017,88.5,241.08,73.8
5/4/2017,73.75,372.28,57.4
5/5/2017,103.25,414.92,139.4
5/6/2017,103.25,428.04,73.8
5/7/2017,0,0,0
5/8/2017,59,259.12,41
5/9/2017,118,314.88,8.2
5/10/2017,0,287,65.6
5/11/2017,14.75,290.28,73.8
5/12/2017,132.75,536.28,196.8
5/13/2017,162.25,395.24,131.2
5/14/2017,0,0,0
5/15/2017,44.25,172.2,32.8
5/16/2017,44.25,242.72,32.8
5/17/2017,103.25,170.56,41
5/18/2017,103.25,191.88,49.2
5/19/2017,162.25,347.68,114.8
5/20/2017,73.75,211.56,73.8
5/21/2017,0,0,0
5/22/2017,0,162.36,32.8
5/23/2017,29.5,208.28,32.8
5/24/2017,29.5,223.04,41
5/25/2017,73.75,203.36,32.8
5/26/2017,103.25,370.64,90.2
5/27/2017,59,244.36,114.8
5/28/2017,0,0,0
5/29/2017,73.75,283.72,32.8
5/30/2017,14.75,205,16.4
5/31/2017,44.25,224.68,57.4
6/1/2017,118,190.24,41
6/2/2017,88.5,519.88,139.4
6/3/2017,73.75,218.12,114.8
6/4/2017,0,0,0
6/5/2017,59,221.4,32.8
6/6/2017,73.75,218.12,24.6
6/7/2017,59,205,57.4
6/8/2017,73.75,209.92,32.8
6/9/2017,44.25,309.96,139.4
6/10/2017,147.5,275.52,41
6/11/2017,0,0,0
6/12/2017,14.75,205,90.2
6/13/2017,59,175.48,16.4
6/14/2017,44.25,213.2,24.6
6/15/2017,14.75,195.16,16.4
6/16/2017,147.5,396.88,90.2
6/17/2017,29.5,236.16,82
6/18/2017,0,0,0
6/19/2017,14.75,219.76,24.6
6/20/2017,103.25,246,41
6/21/2017,147.5,206.64,32.8
6/22/2017,29.5,347.68,114.8
6/23/2017,147.5,524.8,139.4
6/24/2017,132.75,298.48,123
6/25/2017,0,0,0
6/26/2017,29.5,283.72,73.8
6/27/2017,103.25,259.12,32.8
6/28/2017,29.5,262.4,16.4
6/29/2017,103.25,242.72,73.8
6/30/2017,191.75,408.36,98.4
7/1/2017,132.75,339.48,114.8
7/2/2017,0,0,0
7/3/2017,280.25,414.92,90.2
7/4/2017,177,242.72,24.6
7/5/2017,118,287,90.2
7/6/2017,103.25,267.32,57.4
7/7/2017,147.5,393.6,147.6
7/8/2017,103.25,275.52,82
7/9/2017,0,0,0
7/10/2017,29.5,267.32,41
7/11/2017,14.75,209.92,57.4
7/12/2017,14.75,265.68,57.4
7/13/2017,88.5,241.08,65.6
7/14/2017,206.5,323.08,57.4
7/15/2017,59,255.84,139.4
7/16/2017,0,0,0
7/17/2017,132.75,252.56,24.6
7/18/2017,73.75,264.04,65.6
7/19/2017,103.25,260.76,41
7/20/2017,118,259.12,57.4
7/21/2017,162.25,357.52,49.2
7/22/2017,59,344.4,49.2
7/23/2017,0,0,0
7/24/2017,59,344.4,57.4
7/25/2017,59,259.12,57.4
7/26/2017,14.75,283.72,16.4
7/27/2017,73.75,349.32,41
7/28/2017,221.25,470.68,155.8
7/29/2017,88.5,342.76,123
7/30/2017,0,0,0
7/31/2017,88.5,300.12,41
8/1/2017,73.75,344.4,65.6
8/2/2017,59,275.52,49.2
8/3/2017,132.75,309.96,57.4
8/4/2017,206.5,439.52,164
8/5/2017,132.75,375.56,90.2
8/6/2017,0,0,0
8/7/2017,44.25,278.8,41
8/8/2017,88.5,247.64,57.4
8/9/2017,73.75,262.4,24.6
8/10/2017,103.25,309.96,57.4
8/11/2017,147.5,513.32,131.2
8/12/2017,132.75,372.28,57.4
8/13/2017,0,0,0
8/14/2017,29.5,308.32,32.8
8/15/2017,88.5,254.2,41
8/16/2017,162.25,273.88,24.6
8/17/2017,73.75,255.84,57.4
8/18/2017,147.5,434.6,114.8
8/19/2017,103.25,398.52,90.2
8/20/2017,0,0,0
8/21/2017,88.5,288.64,32.8
8/22/2017,73.75,182.04,41
8/23/2017,73.75,246,24.6
8/24/2017,44.25,155.8,49.2
8/25/2017,177,413.28,131.2
8/26/2017,73.75,375.56,65.6
8/27/2017,0,0,0
8/28/2017,59,242.72,8.2
8/29/2017,73.75,241.08,24.6
8/30/2017,44.25,175.48,16.4
8/31/2017,29.5,231.24,82
9/1/2017,250.75,431.32,131.2
9/2/2017,132.75,380.48,65.6
9/3/2017,0,0,0
9/4/2017,103.25,301.76,32.8
9/5/2017,88.5,195.16,24.6
9/6/2017,44.25,242.72,57.4
9/7/2017,14.75,180.4,49.2
9/8/2017,73.75,396.88,106.6
9/9/2017,73.75,285.36,49.2
9/10/2017,0,0,0
9/11/2017,88.5,219.76,65.6
9/12/2017,44.25,298.48,65.6
9/13/2017,59,249.28,57.4
9/14/2017,59,173.84,32.8
9/15/2017,73.75,432.96,41
9/16/2017,177,334.56,139.4
9/17/2017,0,0,0
9/18/2017,29.5,182.04,98.4
9/19/2017,29.5,159.08,8.2
9/20/2017,59,191.88,49.2
9/21/2017,59,244.36,8.2
9/22/2017,118,385.4,65.6
9/23/2017,118,278.8,73.8
9/24/2017,0,0,0
9/25/2017,44.25,227.96,16.4
9/26/2017,14.75,141.04,24.6
9/27/2017,103.25,182.04,41
9/28/2017,103.25,231.24,16.4
9/29/2017,147.5,395.24,98.4
9/30/2017,44.25,319.8,49.2
10/1/2017,0,0,0
10/2/2017,118,218.12,41
10/3/2017,29.5,237.8,32.8
10/4/2017,103.25,221.4,16.4
10/5/2017,29.5,267.32,32.8
10/6/2017,191.75,459.2,164
10/7/2017,265.5,408.36,82
10/8/2017,0,0,0
10/9/2017,73.75,195.16,49.2
10/10/2017,44.25,232.88,32.8
10/11/2017,132.75,211.56,41
10/12/2017,29.5,242.72,57.4
10/13/2017,191.75,406.72,90.2
10/14/2017,147.5,270.6,114.8
10/15/2017,0,0,0
10/16/2017,118,301.76,57.4
10/17/2017,59,250.92,65.6
10/18/2017,132.75,241.08,49.2
10/19/2017,88.5,296.84,32.8
10/20/2017,177,519.88,131.2
10/21/2017,236,441.16,82
10/22/2017,0,0,0
10/23/2017,103.25,218.12,82
10/24/2017,88.5,285.36,16.4
10/25/2017,44.25,324.72,8.2
10/26/2017,59,249.28,57.4
10/27/2017,221.25,487.08,155.8
10/28/2017,14.75,354.24,90.2
10/29/2017,0,0,0
10/30/2017,29.5,213.2,32.8
10/31/2017,118,167.28,32.8
11/1/2017,44.25,198.44,24.6
11/2/2017,59,195.16,24.6
11/3/2017,162.25,387.04,57.4
11/4/2017,103.25,313.24,114.8
11/5/2017,0,0,0
11/6/2017,44.25,231.24,8.2
11/7/2017,59,208.28,32.8
11/8/2017,73.75,247.64,41
11/9/2017,59,191.88,32.8
11/10/2017,177,565.8,98.4
11/11/2017,132.75,362.44,114.8
11/12/2017,0,0,0
11/13/2017,29.5,209.92,49.2
11/14/2017,73.75,177.12,24.6
11/15/2017,59,237.8,82
11/16/2017,103.25,164,24.6
11/17/2017,236,398.52,82
11/18/2017,118,316.52,65.6
11/19/2017,0,0,0
11/20/2017,29.5,246,49.2
11/21/2017,59,282.08,32.8
11/22/2017,118,201.72,90.2
11/23/2017,0,0,0
11/24/2017,191.75,268.96,90.2
11/25/2017,132.75,285.36,82
11/26/2017,0,0,0
11/27/2017,44.25,167.28,41
11/28/2017,73.75,206.64,49.2
11/29/2017,147.5,216.48,57.4
11/30/2017,44.25,221.4,24.6
12/1/2017,147.5,378.84,65.6
12/2/2017,147.5,329.64,73.8
12/3/2017,0,0,0
12/4/2017,118,190.24,32.8
12/5/2017,73.75,137.76,16.4
12/6/2017,73.75,234.52,32.8
12/7/2017,0,265.68,41
12/8/2017,250.75,267.32,57.4
12/9/2017,14.75,155.8,24.6
12/10/2017,0,0,0
12/11/2017,132.75,213.2,73.8
12/12/2017,191.75,216.48,41
12/13/2017,147.5,196.8,41
12/14/2017,118,227.96,49.2
12/15/2017,221.25,355.88,98.4
12/16/2017,103.25,265.68,41
12/17/2017,0,0,0
12/18/2017,59,175.48,41
12/19/2017,103.25,172.2,32.8
12/20/2017,103.25,164,8.2
12/21/2017,44.25,193.52,41
12/22/2017,191.75,328,123
12/23/2017,162.25,185.32,57.4
12/24/2017,0,0,0
12/25/2017,0,0,0
12/26/2017,0,0,0
12/27/2017,103.25,209.92,82
12/28/2017,177,224.68,73.8
12/29/2017,132.75,227.96,65.6
12/30/2017,88.5,211.56,49.2
12/31/2017,0,0,0
1/1/2018,73.75,177.12,41
1/2/2018,0,136.12,32.8
1/3/2018,59,160.72,16.4
1/4/2018,88.5,150.88,57.4
1/5/2018,103.25,277.16,57.4
1/6/2018,44.25,144.32,57.4
1/7/2018,0,0,0
1/8/2018,14.75,178.76,8.2
1/9/2018,14.75,121.36,32.8
1/10/2018,88.5,185.32,16.4
1/11/2018,59,154.16,24.6
1/12/2018,103.25,268.96,82
1/13/2018,44.25,216.48,41
1/14/2018,0,0,0
1/15/2018,103.25,268.96,73.8
1/16/2018,14.75,172.2,8.2
1/17/2018,29.5,109.88,8.2
1/18/2018,0,167.28,32.8
1/19/2018,103.25,272.24,73.8
1/20/2018,29.5,311.6,49.2
1/21/2018,0,0,0
1/22/2018,88.5,167.28,24.6
1/23/2018,59,182.04,16.4
1/24/2018,0,183.68,49.2
1/25/2018,59,198.44,16.4
1/26/2018,132.75,391.96,164
1/27/2018,103.25,324.72,49.2
1/28/2018,0,0,0
1/29/2018,29.5,185.32,16.4
1/30/2018,14.75,211.56,32.8
1/31/2018,59,167.28,24.6
2/1/2018,29.5,208.28,8.2
2/2/2018,132.75,452.64,106.6
2/3/2018,59,257.48,57.4
2/4/2018,0,0,0
2/5/2018,29.5,211.56,0
2/6/2018,14.75,164,8.2
2/7/2018,73.75,183.68,32.8
2/8/2018,73.75,257.48,8.2
2/9/2018,118,350.96,65.6
2/10/2018,118,291.92,65.6
2/11/2018,0,0,0
2/12/2018,44.25,155.8,32.8
2/13/2018,14.75,201.72,16.4
2/14/2018,132.75,190.24,49.2
2/15/2018,44.25,132.84,24.6
2/16/2018,162.25,287,90.2
2/17/2018,88.5,355.88,73.8
2/18/2018,0,0,0
2/19/2018,0,249.28,32.8
2/20/2018,44.25,160.72,24.6
2/21/2018,29.5,208.28,0
2/22/2018,73.75,147.6,8.2
2/23/2018,73.75,277.16,73.8
2/24/2018,88.5,328,98.4
2/25/2018,0,0,0
2/26/2018,29.5,232.88,16.4
2/27/2018,0,182.04,0
2/28/2018,14.75,252.56,16.4
3/1/2018,44.25,259.12,16.4
3/2/2018,88.5,388.68,49.2
3/3/2018,59,277.16,49.2
3/4/2018,0,0,0
3/5/2018,88.5,186.96,41
3/6/2018,73.75,170.56,41
3/7/2018,14.75,213.2,41
3/8/2018,14.75,186.96,8.2
3/9/2018,147.5,324.72,123
3/10/2018,103.25,303.4,73.8
3/11/2018,0,0,0
3/12/2018,29.5,131.2,41
3/13/2018,73.75,246,41
3/14/2018,29.5,165.64,24.6
3/15/2018,88.5,206.64,41
3/16/2018,73.75,377.2,41
3/17/2018,73.75,262.4,41
3/18/2018,0,0,0
3/19/2018,73.75,155.8,8.2
3/20/2018,29.5,183.68,24.6
3/21/2018,59,206.64,16.4
3/22/2018,103.25,198.44,49.2
3/23/2018,132.75,513.32,98.4
3/24/2018,14.75,250.92,57.4
3/25/2018,0,0,0
3/26/2018,73.75,239.44,32.8
3/27/2018,29.5,229.6,49.2
3/28/2018,44.25,190.24,32.8
3/29/2018,44.25,227.96,57.4
3/30/2018,162.25,472.32,164
3/31/2018,103.25,311.6,106.6
4/1/2018,0,0,0
4/2/2018,29.5,182.04,90.2
4/3/2018,88.5,216.48,49.2
4/4/2018,118,236.16,90.2
4/5/2018,147.5,257.48,49.2
4/6/2018,147.5,416.56,164
4/7/2018,59,359.16,73.8
4/8/2018,0,0,0
4/9/2018,73.75,239.44,32.8
4/10/2018,29.5,190.24,16.4
4/11/2018,14.75,172.2,16.4
4/12/2018,73.75,159.08,16.4
4/13/2018,206.5,442.8,155.8
4/14/2018,44.25,313.24,123
4/15/2018,0,0,0
4/16/2018,14.75,195.16,41
4/17/2018,29.5,275.52,49.2
4/18/2018,103.25,154.16,65.6
4/19/2018,59,183.68,65.6
4/20/2018,162.25,459.2,106.6
4/21/2018,73.75,387.04,65.6
4/22/2018,0,0,0
4/23/2018,29.5,278.8,24.6
4/24/2018,59,213.2,16.4
4/25/2018,73.75,164,57.4
4/26/2018,73.75,203.36,41
4/27/2018,73.75,490.36,139.4
4/28/2018,118,321.44,131.2
4/29/2018,0,0,0
4/30/2018,132.75,205,16.4
5/1/2018,103.25,244.36,24.6
5/2/2018,88.5,223.04,41
5/3/2018,73.75,227.96,24.6
5/4/2018,147.5,467.4,123
5/5/2018,73.75,311.6,82
5/6/2018,0,0,0
5/7/2018,162.25,273.88,65.6
5/8/2018,147.5,236.16,24.6
5/9/2018,103.25,275.52,24.6
5/10/2018,103.25,319.8,49.2
5/11/2018,250.75,398.52,172.2
5/12/2018,73.75,324.72,106.6
5/13/2018,0,0,0
5/14/2018,88.5,175.48,24.6
5/15/2018,59,162.36,73.8
5/16/2018,88.5,237.8,32.8
5/17/2018,88.5,141.04,32.8
5/18/2018,103.25,341.12,114.8
5/19/2018,88.5,290.28,65.6
5/20/2018,0,0,0
5/21/2018,73.75,150.88,65.6
5/22/2018,88.5,149.24,8.2
5/23/2018,29.5,200.08,16.4
5/24/2018,0,157.44,57.4
5/25/2018,73.75,316.52,82
5/26/2018,44.25,375.56,90.2
5/27/2018,0,0,0
5/28/2018,59,311.6,98.4
5/29/2018,162.25,239.44,41
5/30/2018,29.5,160.72,16.4
5/31/2018,59,206.64,32.8
6/1/2018,265.5,637.96,254.2
6/2/2018,103.25,203.36,106.6
6/3/2018,0,0,0
6/4/2018,44.25,134.48,24.6
6/5/2018,103.25,136.12,41
6/6/2018,14.75,188.6,24.6
6/7/2018,88.5,224.68,24.6
6/8/2018,191.75,388.68,114.8
6/9/2018,88.5,265.68,73.8
6/10/2018,0,0,0
6/11/2018,14.75,200.08,65.6
6/12/2018,44.25,206.64,41
6/13/2018,103.25,227.96,24.6
6/14/2018,59,196.8,32.8
6/15/2018,132.75,342.76,73.8
6/16/2018,59,275.52,131.2
6/17/2018,0,0,0
6/18/2018,44.25,123,41
6/19/2018,29.5,203.36,8.2
6/20/2018,44.25,227.96,32.8
6/21/2018,88.5,224.68,114.8
6/22/2018,147.5,285.36,90.2
6/23/2018,73.75,337.84,114.8
6/24/2018,0,0,0
6/25/2018,44.25,183.68,32.8
6/26/2018,73.75,239.44,65.6
6/27/2018,29.5,296.84,98.4
6/28/2018,73.75,234.52,49.2
6/29/2018,147.5,364.08,180.4
6/30/2018,177,342.76,147.6
7/1/2018,0,0,0
7/2/2018,59,219.76,65.6
7/3/2018,118,265.68,65.6
7/4/2018,73.75,227.96,65.6
7/5/2018,73.75,262.4,98.4
7/6/2018,206.5,460.84,188.6
7/7/2018,147.5,442.8,123
7/8/2018,0,0,0
7/9/2018,29.5,260.76,65.6
7/10/2018,132.75,208.28,82
7/11/2018,14.75,213.2,57.4
7/12/2018,29.5,267.32,41
7/13/2018,265.5,444.44,147.6
7/14/2018,147.5,341.12,106.6
7/15/2018,0,0,0
7/16/2018,59,237.8,90.2
7/17/2018,118,232.88,73.8
7/18/2018,73.75,273.88,24.6
7/19/2018,132.75,272.24,24.6
7/20/2018,118,564.16,131.2
7/21/2018,132.75,401.8,98.4
7/22/2018,0,0,0
7/23/2018,44.25,205,41
7/24/2018,103.25,270.6,32.8
7/25/2018,103.25,186.96,57.4
7/26/2018,88.5,255.84,41
7/27/2018,236,467.4,139.4
7/28/2018,88.5,370.64,139.4
7/29/2018,0,0,0
7/30/2018,73.75,242.72,57.4
7/31/2018,59,277.16,73.8
8/1/2018,103.25,265.68,90.2
8/2/2018,147.5,265.68,57.4
8/3/2018,147.5,387.04,172.2
8/4/2018,73.75,313.24,73.8
8/5/2018,0,0,0
8/6/2018,59,237.8,16.4
8/7/2018,73.75,244.36,49.2
8/8/2018,132.75,224.68,24.6
8/9/2018,88.5,231.24,32.8
8/10/2018,280.25,346.04,155.8
8/11/2018,132.75,278.8,106.6
8/12/2018,0,0,0
8/13/2018,44.25,198.44,16.4
8/14/2018,73.75,224.68,32.8
8/15/2018,73.75,262.4,57.4
8/16/2018,103.25,259.12,57.4
8/17/2018,250.75,477.24,164
8/18/2018,132.75,483.8,90.2
8/19/2018,0,0,0
8/20/2018,191.75,328,8.2
8/21/2018,73.75,191.88,90.2
8/22/2018,73.75,241.08,32.8
8/23/2018,29.5,211.56,49.2
8/24/2018,162.25,431.32,164
8/25/2018,132.75,454.28,98.4
8/26/2018,0,0,0
8/27/2018,14.75,306.68,16.4
8/28/2018,59,186.96,16.4
8/29/2018,88.5,227.96,41
8/30/2018,0,195.16,65.6
8/31/2018,177,418.2,98.4
9/1/2018,132.75,369,114.8
9/2/2018,0,0,0
9/3/2018,147.5,387.04,90.2
9/4/2018,73.75,211.56,32.8
9/5/2018,88.5,262.4,32.8
9/6/2018,29.5,226.32,32.8
9/7/2018,177,437.88,98.4
9/8/2018,118,344.4,65.6
9/9/2018,0,0,0
9/10/2018,44.25,214.84,49.2
9/11/2018,29.5,211.56,57.4
9/12/2018,88.5,198.44,16.4
9/13/2018,191.75,288.64,49.2
9/14/2018,191.75,459.2,114.8
9/15/2018,103.25,339.48,73.8
9/16/2018,0,0,0
9/17/2018,44.25,198.44,123
9/18/2018,88.5,195.16,32.8
9/19/2018,44.25,195.16,32.8
9/20/2018,88.5,211.56,8.2
9/21/2018,177,359.16,73.8
9/22/2018,118,305.04,49.2
9/23/2018,0,0,0
9/24/2018,73.75,275.52,57.4
9/25/2018,29.5,247.64,24.6
9/26/2018,103.25,229.6,24.6
9/27/2018,59,239.44,16.4
9/28/2018,132.75,400.16,90.2
9/29/2018,162.25,347.68,41
9/30/2018,0,4.92,0
10/1/2018,44.25,214.84,0
10/2/2018,88.5,173.84,49.2
10/3/2018,14.75,221.4,49.2
10/4/2018,177,223.04,65.6
10/5/2018,132.75,408.36,73.8
10/6/2018,88.5,347.68,114.8
10/7/2018,0,0,0
10/8/2018,44.25,247.64,49.2
10/9/2018,29.5,231.24,82
10/10/2018,88.5,311.6,41
10/11/2018,147.5,211.56,49.2
10/12/2018,162.25,341.12,139.4
10/13/2018,73.75,273.88,114.8
10/14/2018,0,0,0
10/15/2018,44.25,206.64,8.2
10/16/2018,59,247.64,8.2
10/17/2018,14.75,226.32,32.8
10/18/2018,29.5,278.8,98.4
10/19/2018,265.5,465.76,147.6
10/20/2018,206.5,506.76,65.6
10/21/2018,0,0,0
10/22/2018,103.25,267.32,8.2
10/23/2018,59,203.36,24.6
10/24/2018,44.25,252.56,73.8
10/25/2018,118,298.48,57.4
10/26/2018,206.5,496.92,139.4
10/27/2018,88.5,413.28,90.2
10/28/2018,0,0,0
10/29/2018,29.5,257.48,32.8
10/30/2018,103.25,234.52,24.6
10/31/2018,73.75,170.56,16.4
11/1/2018,44.25,185.32,0
11/2/2018,132.75,393.6,82
11/3/2018,73.75,339.48,82
11/4/2018,0,0,0
11/5/2018,29.5,186.96,32.8
11/6/2018,73.75,218.12,0
11/7/2018,44.25,178.76,0
11/8/2018,103.25,237.8,16.4
11/9/2018,177,418.2,114.8
11/10/2018,118,452.64,24.6
11/11/2018,0,0,0
11/12/2018,29.5,306.68,32.8
11/13/2018,29.5,196.8,32.8
11/14/2018,103.25,172.2,32.8
11/15/2018,103.25,152.52,16.4
11/16/2018,191.75,323.08,114.8
11/17/2018,73.75,378.84,49.2
11/18/2018,0,0,0
11/19/2018,59,254.2,73.8
11/20/2018,147.5,275.52,32.8
11/21/2018,177,270.6,32.8
11/22/2018,0,0,0
11/23/2018,309.75,314.88,106.6
11/24/2018,206.5,200.08,106.6
11/25/2018,0,0,0
11/26/2018,44.25,214.84,32.8
11/27/2018,44.25,178.76,24.6
11/28/2018,59,193.52,32.8
11/29/2018,73.75,123,8.2
11/30/2018,250.75,282.08,73.8
12/1/2018,103.25,209.92,57.4
12/2/2018,0,0,0
12/3/2018,73.75,165.64,16.4
12/4/2018,177,154.16,32.8
12/5/2018,59,127.92,57.4
12/6/2018,118,172.2,24.6
12/7/2018,236,457.56,90.2
12/8/2018,44.25,219.76,82
12/9/2018,0,0,0
12/10/2018,0,111.52,16.4
12/11/2018,73.75,124.64,24.6
12/12/2018,88.5,154.16,8.2
12/13/2018,73.75,209.92,41
12/14/2018,88.5,295.2,32.8
12/15/2018,44.25,262.4,82
12/16/2018,0,0,0
12/17/2018,14.75,116.44,24.6
12/18/2018,29.5,121.36,49.2
12/19/2018,29.5,216.48,41
12/20/2018,44.25,165.64,32.8
12/21/2018,206.5,319.8,65.6
12/22/2018,103.25,157.44,65.6
12/23/2018,0,0,0
12/24/2018,118,162.36,41
12/25/2018,0,0,0
12/26/2018,88.5,113.16,24.6
12/27/2018,29.5,152.52,73.8
12/28/2018,118,288.64,73.8
12/29/2018,88.5,193.52,41
12/30/2018,0,0,0
12/31/2018,59,175.48,65.6
